data-cut-off-date,web-posting-date,aefi,pfizer-events,pfizer-bivalent-reports,moderna-events,moderna-bivalent-BA1-reports,moderna-bivalent-BA45-reports,cov-azc-events,janssen-events,Novavax-events,unspecified-events,total-events,pfizer-rate,pfizer-bivalent-rate,moderna-rate,moderna-bivalent-BA1-rate,moderna-bivalent-BA45-rate,cov-azc-rate,janssen-rate,Novavax-rate,total-rate
2021-07-02,2021-07-09,Vaccination site warmth,125,,480,,,35,,,1,641,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Hypoaesthesia (numbness),387,,120,,,87,,,7,601,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Chills,246,,108,,,133,,,4,491,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Pain,272,,94,,,99,,,21,486,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Throat tightness,362,,85,,,19,,,1,467,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Chest discomfort,298,,90,,,52,,,3,443,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Adenopathy/lymphadenopathy (swollen lymph nodes),281,,131,,,15,,,1,428,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Vomiting,263,,107,,,54,,,4,428,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Diarrhea,250,,89,,,57,,,16,412,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Vaccination site pruritus (itching),78,,303,,,20,,,1,402,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Arthralgia (joint pain),252,,76,,,59,,,13,400,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Rash,231,,107,,,46,,,4,388,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Dysphagia (difficulty swallowing),285,,67,,,20,,,1,373,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Vaccination site reaction,58,,299,,,7,,,1,365,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Pain in extremity,187,,52,,,95,,,12,346,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Vaccination site cellulitis,45,,270,,,27,,,0,342,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Myalgia (muscle pain),175,,82,,,71,,,9,337,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Rash generalized (non-allergic),200,,92,,,35,,,0,327,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Tachycardia (fast heartbeat),229,,63,,,29,,,2,323,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Chest pain,175,,47,,,62,,,2,286,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Cough,178,,71,,,27,,,3,279,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Asthenia (weakness),156,,53,,,49,,,12,270,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Swollen tongue,186,,57,,,16,,,1,260,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Swelling face,180,,55,,,22,,,3,260,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Hypoaesthesia oral (numbness oral),189,,40,,,24,,,7,260,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Feeling hot,149,,74,,,31,,,3,257,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Vaccination site rash,52,,179,,,15,,,0,246,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Bell's Palsy/facial paralysis,158,,46,,,31,,,1,236,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Hypersensitivity,147,,65,,,18,,,3,233,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Lip swelling,54,,157,,,20,,,1,232,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Dysphonia (hoarse voice),161,,50,,,10,,,2,223,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Flushing,158,,44,,,17,,,2,221,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Vaccination site induration (hardness),35,,165,,,15,,,0,215,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Abdominal pain,123,,47,,,34,,,8,212,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Oropharyngeal pain (throat pain),121,,52,,,17,,,6,196,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Pulmonary embolism (blood clot in lung),67,,26,,,81,,,1,175,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-02,2021-07-09,Pharyngeal swelling (throat swelling),126,,29,,,10,,,0,165,N/A,,N/A,,,N/A,N/A,,N/A
2021-07-09,2021-07-16,Vaccination site pain,540,,783,,,119,,,9,1451,1.95,,8.66,,,4.38,N/A,,3.68
2021-07-09,2021-07-16,Paraesthesia (tingling or prickling),835,,295,,,156,,,4,1290,3.02,,3.26,,,5.74,N/A,,3.27
2021-07-09,2021-07-16,Pruritus (itching),748,,333,,,93,,,7,1181,2.70,,3.68,,,3.42,N/A,,2.99
2021-07-09,2021-07-16,Headache,626,,220,,,283,,,16,1145,2.26,,2.43,,,10.42,N/A,,2.90
2021-07-09,2021-07-16,Vaccination site erythema (redness),208,,778,,,59,,,3,1048,0.75,,8.60,,,2.17,N/A,,2.66
2021-07-09,2021-07-16,Dyspnoea (laboured breathing),613,,219,,,146,,,10,988,2.22,,2.42,,,5.37,N/A,,2.51
2021-07-09,2021-07-16,Fatigue,583,,179,,,143,,,22,927,2.11,,1.98,,,5.26,N/A,,2.35
2021-07-09,2021-07-16,Nausea,536,,214,,,127,,,9,886,1.94,,2.37,,,4.68,N/A,,2.25
2021-07-09,2021-07-16,Vaccination site swelling,196,,619,,,64,,,4,883,0.71,,6.84,,,2.36,N/A,,2.24
2021-07-09,2021-07-16,Urticaria (hives),546,,238,,,72,,,3,859,1.97,,2.63,,,2.65,N/A,,2.18
2021-07-09,2021-07-16,Dizziness,500,,155,,,102,,,10,767,1.81,,1.71,,,3.75,N/A,,1.94
2021-07-09,2021-07-16,Erythema (redness),449,,195,,,71,,,3,718,1.62,,2.16,,,2.61,N/A,,1.82
2021-07-09,2021-07-16,Fever ≥ 38°C,343,,189,,,164,,,14,710,1.24,,2.09,,,6.04,N/A,,1.80
2021-07-09,2021-07-16,Vaccination site warmth,129,,494,,,36,,,1,660,0.47,,5.46,,,1.33,N/A,,1.67
2021-07-09,2021-07-16,Hypoaesthesia (numbness),417,,131,,,99,,,8,655,1.51,,1.45,,,3.64,N/A,,1.66
2021-07-09,2021-07-16,Pain,296,,106,,,103,,,23,528,1.07,,1.17,,,3.79,N/A,,1.34
2021-07-09,2021-07-16,Chills,260,,117,,,139,,,4,520,0.94,,1.29,,,5.12,N/A,,1.32
2021-07-09,2021-07-16,Throat tightness,390,,92,,,23,,,0,505,1.41,,1.02,,,0.85,N/A,,1.28
2021-07-09,2021-07-16,Chest discomfort,319,,101,,,53,,,2,475,1.15,,1.12,,,1.95,N/A,,1.20
2021-07-09,2021-07-16,Vomiting,279,,112,,,57,,,5,453,1.01,,1.24,,,2.10,N/A,,1.15
2021-07-09,2021-07-16,Adenopathy/lymphadenopathy (swollen lymph nodes),290,,136,,,15,,,1,442,1.05,,1.50,,,0.55,N/A,,1.12
2021-07-09,2021-07-16,Arthralgia (joint pain),274,,81,,,61,,,13,429,0.99,,0.90,,,2.25,N/A,,1.09
2021-07-09,2021-07-16,Diarrhea,257,,95,,,58,,,16,426,0.93,,1.05,,,2.14,N/A,,1.08
2021-07-09,2021-07-16,Rash,244,,120,,,47,,,4,415,0.88,,1.33,,,1.73,N/A,,1.05
2021-07-09,2021-07-16,Vaccination site pruritus (itching),82,,307,,,20,,,1,410,0.30,,3.39,,,0.74,N/A,,1.04
2021-07-09,2021-07-16,Dysphagia (difficulty swallowing),303,,76,,,21,,,0,400,1.10,,0.84,,,0.77,N/A,,1.01
2021-07-09,2021-07-16,Pain in extremity,213,,61,,,104,,,11,389,0.77,,0.67,,,3.83,N/A,,0.99
2021-07-09,2021-07-16,Vaccination site reaction,58,,302,,,7,,,1,368,0.21,,3.34,,,0.26,N/A,,0.93
2021-07-09,2021-07-16,Myalgia (muscle pain),184,,86,,,74,,,9,353,0.67,,0.95,,,2.72,N/A,,0.90
2021-07-09,2021-07-16,Vaccination site cellulitis,45,,274,,,27,,,0,346,0.16,,3.03,,,0.99,N/A,,0.88
2021-07-09,2021-07-16,Tachycardia (fast heartbeat),247,,68,,,29,,,2,346,0.89,,0.75,,,1.07,N/A,,0.88
2021-07-09,2021-07-16,Rash generalized (non-allergic),207,,97,,,36,,,0,340,0.75,,1.07,,,1.33,N/A,,0.86
2021-07-09,2021-07-16,Chest pain,208,,63,,,67,,,2,340,0.75,,0.70,,,2.47,N/A,,0.86
2021-07-09,2021-07-16,Malaise (discomfort),190,,72,,,48,,,14,324,0.69,,0.80,,,1.77,N/A,,0.82
2021-07-09,2021-07-16,Asthenia (weakness),173,,59,,,54,,,12,298,0.63,,0.65,,,1.99,N/A,,0.76
2021-07-09,2021-07-16,Cough,188,,74,,,30,,,3,295,0.68,,0.82,,,1.10,N/A,,0.75
2021-07-09,2021-07-16,Swollen tongue,197,,61,,,18,,,1,277,0.71,,0.67,,,0.66,N/A,,0.70
2021-07-09,2021-07-16,Bell's Palsy/facial paralysis,173,,51,,,35,,,1,260,0.63,,0.56,,,1.29,N/A,,0.66
2021-07-09,2021-07-16,Swelling face,189,,59,,,24,,,2,274,0.68,,0.65,,,0.88,N/A,,0.69
2021-07-09,2021-07-16,Feeling hot,160,,77,,,33,,,2,272,0.58,,0.85,,,1.21,N/A,,0.69
2021-07-09,2021-07-16,Abdominal pain,160,,55,,,37,,,10,262,0.58,,0.61,,,1.36,N/A,,0.66
2021-07-09,2021-07-16,Lip swelling,186,,47,,,21,,,1,255,0.67,,0.52,,,0.77,N/A,,0.65
2021-07-09,2021-07-16,Vaccination site rash,54,,184,,,16,,,0,254,0.20,,2.03,,,0.59,N/A,,0.64
2021-07-09,2021-07-16,Hypersensitivity,153,,71,,,19,,,3,246,0.55,,0.78,,,0.70,N/A,,0.62
2021-07-09,2021-07-16,Dysphonia (hoarse voice),174,,51,,,11,,,1,237,0.63,,0.56,,,0.40,N/A,,0.60
2021-07-09,2021-07-16,Flushing,163,,46,,,17,,,2,228,0.59,,0.51,,,0.63,N/A,,0.58
2021-07-09,2021-07-16,Vaccination site induration (hardness),36,,170,,,15,,,0,221,0.13,,1.88,,,0.55,N/A,,0.56
2021-07-09,2021-07-16,Oropharyngeal pain (throat pain),135,,56,,,17,,,6,214,0.49,,0.62,,,0.63,N/A,,0.54
2021-07-09,2021-07-16,Pharyngeal swelling (throat swelling),139,,33,,,10,,,0,182,0.50,,0.36,,,0.37,N/A,,0.46
2021-07-09,2021-07-16,Hypoaesthesia oral (numbness oral),136,,31,,,10,,,1,178,0.49,,0.34,,,0.37,N/A,,0.45
2021-07-16,2021-07-23,Vaccination site pain,559,,807,,,121,,,9,1496,1.89,,7.72,,,4.40,N/A,,3.50
2021-07-16,2021-07-23,Paraesthesia (tingling or prickling),879,,319,,,162,,,4,1364,2.97,,3.05,,,5.89,N/A,,3.19
2021-07-16,2021-07-23,Pruritus (itching),772,,348,,,99,,,7,1226,2.61,,3.33,,,3.60,N/A,,2.87
2021-07-16,2021-07-23,Headache,661,,236,,,297,,,16,1210,2.24,,2.26,,,10.79,N/A,,2.83
2021-07-16,2021-07-23,Dyspnoea (laboured breathing),658,,243,,,155,,,11,1067,2.23,,2.32,,,5.63,N/A,,2.49
2021-07-16,2021-07-23,Vaccination site erythema (redness),211,,791,,,60,,,3,1065,0.71,,7.56,,,2.18,N/A,,2.49
2021-07-16,2021-07-23,Fatigue,616,,199,,,153,,,23,991,2.08,,1.90,,,5.56,N/A,,2.32
2021-07-16,2021-07-23,Nausea,568,,228,,,130,,,11,937,1.92,,2.18,,,4.72,N/A,,2.19
2021-07-16,2021-07-23,Vaccination site swelling,202,,633,,,66,,,4,905,0.68,,6.05,,,2.40,N/A,,2.12
2021-07-16,2021-07-23,Urticaria (hives),569,,250,,,75,,,3,897,1.92,,2.39,,,2.72,N/A,,2.10
2021-07-16,2021-07-23,Dizziness,536,,171,,,105,,,9,821,1.81,,1.64,,,3.81,N/A,,1.92
2021-07-16,2021-07-23,Erythema (redness),466,,212,,,74,,,4,756,1.58,,2.03,,,2.69,N/A,,1.77
2021-07-16,2021-07-23,Hypoaesthesia (numbness),448,,144,,,105,,,8,705,1.52,,1.38,,,3.81,N/A,,1.65
2021-07-16,2021-07-23,Vaccination site warmth,131,,506,,,38,,,2,677,0.44,,4.84,,,1.38,N/A,,1.58
2021-07-16,2021-07-23,Fever ≥ 38°C,298,,164,,,121,,,15,598,1.01,,1.57,,,4.40,N/A,,1.40
2021-07-16,2021-07-23,Pain,318,,119,,,107,,,25,569,1.08,,1.14,,,3.89,N/A,,1.33
2021-07-16,2021-07-23,Chills,279,,124,,,143,,,5,551,0.94,,1.19,,,5.19,N/A,,1.29
2021-07-16,2021-07-23,Throat tightness,408,,100,,,25,,,0,533,1.38,,0.96,,,0.91,N/A,,1.25
2021-07-16,2021-07-23,Chest discomfort,336,,112,,,58,,,2,508,1.14,,1.07,,,2.11,N/A,,1.19
2021-07-16,2021-07-23,Vomiting,300,,122,,,58,,,5,485,1.01,,1.17,,,2.11,N/A,,1.13
2021-07-16,2021-07-23,Arthralgia (joint pain),288,,93,,,68,,,15,464,0.97,,0.89,,,2.47,N/A,,1.08
2021-07-16,2021-07-23,Adenopathy/lymphadenopathy (swollen lymph nodes),301,,143,,,16,,,1,461,1.02,,1.37,,,0.58,N/A,,1.08
2021-07-16,2021-07-23,Diarrhea,272,,103,,,61,,,17,453,0.92,,0.98,,,2.22,N/A,,1.06
2021-07-16,2021-07-23,Rash,260,,129,,,53,,,4,446,0.88,,1.23,,,1.93,N/A,,1.04
2021-07-16,2021-07-23,Dysphagia (difficulty swallowing),322,,82,,,22,,,0,426,1.09,,0.78,,,0.80,N/A,,1.00
2021-07-16,2021-07-23,Pain in extremity,233,,66,,,110,,,12,421,0.79,,0.63,,,4.00,N/A,,0.98
2021-07-16,2021-07-23,Vaccination site pruritus (itching),83,,310,,,21,,,1,415,0.28,,2.96,,,0.76,N/A,,0.97
2021-07-16,2021-07-23,Chest pain,244,,91,,,69,,,2,406,0.83,,0.87,,,2.51,N/A,,0.95
2021-07-16,2021-07-23,Myalgia (muscle pain),201,,92,,,77,,,9,379,0.68,,0.88,,,2.80,N/A,,0.89
2021-07-16,2021-07-23,Vaccination site reaction,61,,302,,,6,,,4,373,0.21,,2.89,,,0.22,N/A,,0.87
2021-07-16,2021-07-23,Tachycardia (fast heartbeat),254,,74,,,32,,,2,362,0.86,,0.71,,,1.16,N/A,,0.85
2021-07-16,2021-07-23,Vaccination site cellulitis,45,,280,,,27,,,0,352,0.15,,2.68,,,0.98,N/A,,0.82
2021-07-16,2021-07-23,Rash generalized (non-allergic),211,,102,,,36,,,0,349,0.71,,0.98,,,1.31,N/A,,0.82
2021-07-16,2021-07-23,Malaise (discomfort),206,,79,,,50,,,13,348,0.70,,0.76,,,1.82,N/A,,0.81
2021-07-16,2021-07-23,Asthenia (weakness),195,,68,,,59,,,13,335,0.66,,0.65,,,2.14,N/A,,0.78
2021-07-16,2021-07-23,Cough,205,,81,,,29,,,3,318,0.69,,0.77,,,1.05,N/A,,0.74
2021-07-16,2021-07-23,Swollen tongue,206,,63,,,19,,,1,289,0.70,,0.60,,,0.69,N/A,,0.68
2021-07-16,2021-07-23,Feeling hot,169,,81,,,36,,,2,288,0.57,,0.77,,,1.31,N/A,,0.67
2021-07-16,2021-07-23,Swelling face,196,,61,,,25,,,2,284,0.66,,0.58,,,0.91,N/A,,0.66
2021-07-16,2021-07-23,Abdominal pain,173,,61,,,38,,,9,281,0.59,,0.58,,,1.38,N/A,,0.66
2021-07-16,2021-07-23,Bell's Palsy/facial paralysis,185,,60,,,35,,,1,281,0.63,,0.57,,,1.27,N/A,,0.66
2021-07-16,2021-07-23,Hypersensitivity,175,,78,,,24,,,3,280,0.59,,0.75,,,0.87,N/A,,0.65
2021-07-16,2021-07-23,Lip swelling,195,,48,,,22,,,1,266,0.66,,0.46,,,0.80,N/A,,0.62
2021-07-16,2021-07-23,Vaccination site rash,56,,187,,,17,,,0,260,0.19,,1.79,,,0.62,N/A,,0.61
2021-07-16,2021-07-23,Dysphonia (hoarse voice),186,,53,,,13,,,1,253,0.63,,0.51,,,0.47,N/A,,0.59
2021-07-16,2021-07-23,Flushing,173,,52,,,19,,,2,246,0.59,,0.50,,,0.69,N/A,,0.57
2021-07-16,2021-07-23,Oropharyngeal pain (throat pain),141,,57,,,17,,,6,221,0.48,,0.55,,,0.62,N/A,,0.52
2021-07-16,2021-07-23,Pulmonary embolism,84,,30,,,87,,,1,202,0.28,,0.29,,,3.16,N/A,,0.47
2021-07-16,2021-07-23,Pharyngeal swelling (throat swelling),145,,36,,,10,,,0,191,0.49,,0.34,,,0.36,N/A,,0.45
2021-07-16,2021-07-23,Hypoaesthesia oral (numbness oral),140,,35,,,10,,,1,186,0.47,,0.33,,,0.36,N/A,,0.43
2021-07-23,2021-07-30,Vaccination site pain,575,,853,,,122,,,9,1559,1.84,,7.42,,,4.42,N/A,,3.43
2021-07-23,2021-07-30,Paraesthesia (tingling or prickling),930,,348,,,165,,,6,1449,2.98,,3.03,,,5.97,N/A,,3.18
2021-07-23,2021-07-30,Pruritus (itching),806,,374,,,100,,,9,1289,2.58,,3.25,,,3.62,N/A,,2.83
2021-07-23,2021-07-30,Headache,697,,257,,,309,,,20,1283,2.23,,2.24,,,11.19,N/A,,2.82
2021-07-23,2021-07-30,Dyspnoea (laboured breathing),700,,267,,,162,,,13,1142,2.24,,2.32,,,5.87,N/A,,2.51
2021-07-23,2021-07-30,Vaccination site erythema (redness),217,,814,,,62,,,3,1096,0.69,,7.08,,,2.25,N/A,,2.41
2021-07-23,2021-07-30,Fatigue,651,,231,,,155,,,31,1068,2.08,,2.01,,,5.61,N/A,,2.35
2021-07-23,2021-07-30,Nausea,608,,249,,,135,,,15,1007,1.95,,2.17,,,4.89,N/A,,2.21
2021-07-23,2021-07-30,Urticaria (hives),601,,281,,,76,,,3,961,1.92,,2.44,,,2.75,N/A,,2.11
2021-07-23,2021-07-30,Vaccination site swelling,205,,655,,,66,,,4,930,0.66,,5.70,,,2.39,N/A,,2.04
2021-07-23,2021-07-30,Dizziness,577,,183,,,109,,,12,881,1.85,,1.59,,,3.95,N/A,,1.94
2021-07-23,2021-07-30,Fever ≥ 38°C,380,,231,,,173,,,17,801,1.22,,2.01,,,6.26,N/A,,1.76
2021-07-23,2021-07-30,Erythema (redness),477,,234,,,77,,,6,794,1.53,,2.04,,,2.79,N/A,,1.74
2021-07-23,2021-07-30,Hypoaesthesia (numbness),492,,163,,,111,,,11,777,1.57,,1.42,,,4.02,N/A,,1.71
2021-07-23,2021-07-30,Vaccination site warmth,133,,523,,,39,,,1,696,0.43,,4.55,,,1.41,N/A,,1.53
2021-07-23,2021-07-30,Pain,339,,135,,,109,,,31,614,1.09,,1.17,,,3.95,N/A,,1.35
2021-07-23,2021-07-30,Chills,288,,134,,,145,,,6,573,0.92,,1.17,,,5.25,N/A,,1.26
2021-07-23,2021-07-30,Chest discomfort,367,,131,,,63,,,2,563,1.17,,1.14,,,2.28,N/A,,1.24
2021-07-23,2021-07-30,Throat tightness,430,,106,,,25,,,0,561,1.38,,0.92,,,0.91,N/A,,1.23
2021-07-23,2021-07-30,Vomiting,310,,135,,,62,,,7,514,0.99,,1.17,,,2.25,N/A,,1.13
2021-07-23,2021-07-30,Arthralgia (joint pain),303,,99,,,72,,,22,496,0.97,,0.86,,,2.61,N/A,,1.09
2021-07-23,2021-07-30,Diarrhea,281,,116,,,63,,,21,481,0.90,,1.01,,,2.28,N/A,,1.06
2021-07-23,2021-07-30,Adenopathy/lymphadenopathy (swollen lymph nodes),307,,152,,,17,,,1,477,0.98,,1.32,,,0.62,N/A,,1.05
2021-07-23,2021-07-30,Chest pain,276,,122,,,74,,,2,474,0.88,,1.06,,,2.68,N/A,,1.04
2021-07-23,2021-07-30,Rash,274,,134,,,53,,,5,466,0.88,,1.17,,,1.92,N/A,,1.02
2021-07-23,2021-07-30,Pain in extremity,254,,76,,,114,,,16,460,0.81,,0.66,,,4.13,N/A,,1.01
2021-07-23,2021-07-30,Dysphagia (difficulty swallowing),338,,87,,,22,,,0,447,1.08,,0.76,,,0.80,N/A,,0.98
2021-07-23,2021-07-30,Vaccination site pruritus (itching),85,,314,,,22,,,1,422,0.27,,2.73,,,0.80,N/A,,0.93
2021-07-23,2021-07-30,Myalgia (muscle pain),214,,101,,,79,,,11,405,0.68,,0.88,,,2.86,N/A,,0.89
2021-07-23,2021-07-30,Cough,162,,84,,,130,,,6,382,0.52,,0.73,,,4.71,N/A,,0.84
2021-07-23,2021-07-30,Tachycardia (fast heartbeat),262,,77,,,32,,,2,373,0.84,,0.67,,,1.16,N/A,,0.82
2021-07-23,2021-07-30,Vaccination site reaction,57,,306,,,7,,,1,371,0.18,,2.66,,,0.25,N/A,,0.82
2021-07-23,2021-07-30,Vaccination site cellulitis,47,,288,,,28,,,0,363,0.15,,2.50,,,1.01,N/A,,0.80
2021-07-23,2021-07-30,Malaise (discomfort),213,,81,,,50,,,18,362,0.68,,0.70,,,1.81,N/A,,0.80
2021-07-23,2021-07-30,Asthenia (weakness),207,,76,,,59,,,16,358,0.66,,0.66,,,2.14,N/A,,0.79
2021-07-23,2021-07-30,Rash generalized (non-allergic),214,,106,,,36,,,0,356,0.68,,0.92,,,1.30,N/A,,0.78
2021-07-23,2021-07-30,Hypersensitivity,198,,89,,,24,,,3,314,0.63,,0.77,,,0.87,N/A,,0.69
2021-07-23,2021-07-30,Feeling hot,182,,84,,,38,,,2,306,0.58,,0.73,,,1.38,N/A,,0.67
2021-07-23,2021-07-30,Abdominal pain,182,,67,,,42,,,11,302,0.58,,0.58,,,1.52,N/A,,0.66
2021-07-23,2021-07-30,Swollen tongue,215,,65,,,19,,,1,300,0.69,,0.57,,,0.69,N/A,,0.66
2021-07-23,2021-07-30,Swelling face,202,,67,,,26,,,2,297,0.65,,0.58,,,0.94,N/A,,0.65
2021-07-23,2021-07-30,Bell's Palsy/facial paralysis,191,,63,,,36,,,1,291,0.61,,0.55,,,1.30,N/A,,0.64
2021-07-23,2021-07-30,Lip swelling,202,,48,,,22,,,1,273,0.65,,0.42,,,0.80,N/A,,0.60
2021-07-23,2021-07-30,Vaccination site rash,58,,195,,,16,,,0,269,0.19,,1.70,,,0.58,N/A,,0.59
2021-07-23,2021-07-30,Dysphonia (hoarse voice),195,,57,,,13,,,1,266,0.62,,0.50,,,0.47,N/A,,0.58
2021-07-23,2021-07-30,Flushing,186,,55,,,19,,,3,263,0.60,,0.48,,,0.69,N/A,,0.58
2021-07-23,2021-07-30,Oropharyngeal pain (throat pain),144,,68,,,17,,,8,237,0.46,,0.59,,,0.62,N/A,,0.52
2021-07-23,2021-07-30,Vaccination site induration (hardness),38,,178,,,16,,,0,232,0.12,,1.55,,,0.58,N/A,,0.51
2021-07-23,2021-07-30,Pharyngeal swelling (throat swelling),154,,37,,,10,,,0,201,0.49,,0.32,,,0.36,N/A,,0.44
2021-07-23,2021-07-30,Dermatitis allergic,102,,66,,,11,,,0,179,0.33,,0.57,,,0.40,N/A,,0.39
2021-07-30,2021-08-06,Vaccination site pain,597,,917,,,123,,,10,1647,1.81,,7.61,,,4.44,N/A,,3.44
2021-07-30,2021-08-06,Paraesthesia (tingling or prickling),980,,395,,,169,,,7,1551,2.97,,3.28,,,6.11,N/A,,3.24
2021-07-30,2021-08-06,Pruritus (itching),846,,407,,,103,,,9,1365,2.56,,3.38,,,3.72,N/A,,2.85
2021-07-30,2021-08-06,Headache,734,,285,,,320,,,22,1361,2.22,,2.37,,,11.56,N/A,,2.84
2021-07-30,2021-08-06,Dyspnoea (laboured breathing),731,,308,,,168,,,13,1220,2.21,,2.56,,,6.07,N/A,,2.55
2021-07-30,2021-08-06,Fatigue,685,,259,,,161,,,31,1136,2.07,,2.15,,,5.82,N/A,,2.37
2021-07-30,2021-08-06,Vaccination site erythema (redness),222,,844,,,62,,,3,1131,0.67,,7.01,,,2.24,N/A,,2.36
2021-07-30,2021-08-06,Nausea,634,,276,,,140,,,17,1067,1.92,,2.29,,,5.06,N/A,,2.23
2021-07-30,2021-08-06,Urticaria (hives),636,,324,,,79,,,3,1042,1.92,,2.69,,,2.85,N/A,,2.18
2021-07-30,2021-08-06,Vaccination site swelling,206,,689,,,68,,,4,967,0.62,,5.72,,,2.46,N/A,,2.02
2021-07-30,2021-08-06,Dizziness,613,,202,,,112,,,12,939,1.85,,1.68,,,4.05,N/A,,1.96
2021-07-30,2021-08-06,Fever ≥ 38°C,404,,265,,,180,,,19,868,1.22,,2.20,,,6.50,N/A,,1.81
2021-07-30,2021-08-06,Erythema (redness),502,,256,,,81,,,6,845,1.52,,2.13,,,2.93,N/A,,1.76
2021-07-30,2021-08-06,Hypoaesthesia (numbness),526,,182,,,118,,,11,837,1.59,,1.51,,,4.26,N/A,,1.75
2021-07-30,2021-08-06,Vaccination site warmth,136,,542,,,39,,,1,718,0.41,,4.50,,,1.41,N/A,,1.50
2021-07-30,2021-08-06,Pain,359,,148,,,113,,,33,653,1.09,,1.23,,,4.08,N/A,,1.36
2021-07-30,2021-08-06,Chest discomfort,388,,156,,,66,,,2,612,1.17,,1.30,,,2.38,N/A,,1.28
2021-07-30,2021-08-06,Chills,301,,154,,,151,,,6,612,0.91,,1.28,,,5.46,N/A,,1.28
2021-07-30,2021-08-06,Throat tightness,445,,114,,,26,,,0,585,1.35,,0.95,,,0.94,N/A,,1.22
2021-07-30,2021-08-06,Chest pain,311,,165,,,74,,,2,552,0.94,,1.37,,,2.67,N/A,,1.15
2021-07-30,2021-08-06,Vomiting,326,,149,,,63,,,9,547,0.99,,1.24,,,2.28,N/A,,1.14
2021-07-30,2021-08-06,Arthralgia (joint pain),331,,116,,,75,,,22,544,1.00,,0.96,,,2.71,N/A,,1.14
2021-07-30,2021-08-06,Diarrhea,297,,131,,,66,,,21,515,0.90,,1.09,,,2.38,N/A,,1.08
2021-07-30,2021-08-06,Rash,292,,150,,,56,,,6,504,0.88,,1.25,,,2.02,N/A,,1.05
2021-07-30,2021-08-06,Adenopathy/lymphadenopathy (swollen lymph nodes),319,,165,,,17,,,1,502,0.97,,1.37,,,0.61,N/A,,1.05
2021-07-30,2021-08-06,Pain in extremity,276,,90,,,118,,,17,501,0.84,,0.75,,,4.26,N/A,,1.05
2021-07-30,2021-08-06,Dysphagia (difficulty swallowing),354,,97,,,23,,,0,474,1.07,,0.81,,,0.83,N/A,,0.99
2021-07-30,2021-08-06,Myalgia,230,,118,,,81,,,11,440,0.70,,0.98,,,2.93,N/A,,0.92
2021-07-30,2021-08-06,Vaccination site pruitis (itching),89,,320,,,22,,,1,432,0.27,,2.66,,,0.79,N/A,,0.90
2021-07-30,2021-08-06,Tachycardia,271,,84,,,35,,,2,392,0.82,,0.70,,,1.26,N/A,,0.82
2021-07-30,2021-08-06,Rash generalized (non-allergic),228,,125,,,38,,,0,391,0.69,,1.04,,,1.37,N/A,,0.82
