data-cut-off-date,web-posting-date,vaccine-name,non-serious-all,serious-all,total-all,non-serious-rate-all,serious-rate-all,total-rate-all,doses-admin-all,non-serious-18plus,serious-18plus,total-18plus,non-serious-rate-18plus,serious-rate-18plus,total-rate-18plus,doses-admin-18plus,non-serious-12to17,serious-12to17,total-12to17,non-serious-rate-12to17,serious-rate-12to17,total-rate-12to17,doses-admin-12to17,non-serious-5to11,serious-5to11,total-5to11,non-serious-rate-5to11,serious-rate-5to11,total-rate-5to11,doses-admin-5to11,non-serious-0to4,serious-0to4,total-0to4,non-serious-rate-0to4,serious-rate-0to4,total-rate-0to4,doses-admin-0to4
2022-03-11,2022-03-18,Unknown vaccine (Dose 4),0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-18,2022-03-25,Pfizer-BioNTech (Total),19304,6029,25333,35.14,10.97,46.11,54940357,17773,5158,22931,37.50,10.88,48.38,47398323,1082,335,1417,22.86,7.08,29.93,4734031,372,65,437,13.30,2.32,15.62,2797301,,,,,,,
2022-03-18,2022-03-25,Pfizer-BioNTech (Dose 1),11194,3092,14286,47.09,13.01,60.09,23772572,10275,2715,12990,51.83,13.70,65.53,19823384,624,143,767,27.79,6.37,34.16,2245528,265,41,306,15.61,2.42,18.02,1697703,,,,,,,
2022-03-18,2022-03-25,Pfizer-BioNTech (Dose 2),4992,1904,6896,23.34,8.90,32.24,21388868,4550,1598,6148,25.08,8.81,33.88,18143854,345,166,511,16.08,7.73,23.81,2146140,77,17,94,7.03,1.55,8.58,1095315,,,,,,,
2022-03-18,2022-03-25,Pfizer-BioNTech (Dose 3),699,297,996,7.21,3.06,10.27,9697339,673,268,941,7.20,2.87,10.06,9350677,16,6,22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-18,2022-03-25,Pfizer-BioNTech (Dose 4),6,2,8,N/A,N/A,N/A,N/A,6,2,8,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-18,2022-03-25,Moderna (Total),11483,1717,13200,50.16,7.50,57.66,22892884,11432,1598,13030,50.06,7.00,57.05,22838393,12,7,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-18,2022-03-25,Moderna (Dose 1),6143,630,6773,96.91,9.94,106.85,6339047,6120,595,6715,96.93,9.42,106.35,6313861,11,1,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-18,2022-03-25,Moderna (Dose 2),2954,706,3660,34.91,8.34,43.26,8461232,2937,661,3598,34.81,7.83,42.64,8437746,1,6,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-18,2022-03-25,Moderna (Dose 3),957,149,1106,12.02,1.87,13.89,7962410,948,137,1085,11.91,1.72,13.64,7956786,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-18,2022-03-25,Moderna (Dose 4),12,3,15,N/A,N/A,N/A,N/A,12,3,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-18,2022-03-25,COVISHIELD/AstraZeneca (Total),2891,864,3755,103.35,30.89,134.24,2797156,2883,775,3658,103.08,27.71,130.79,2796928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-18,2022-03-25,COVISHIELD/AstraZeneca (Dose 1),2271,544,2815,102.11,24.46,126.57,2224118,2269,510,2779,102.03,22.93,124.96,2223937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-18,2022-03-25,COVISHIELD/AstraZeneca (Dose 2),117,64,181,20.47,11.20,31.66,571621,114,60,174,19.94,10.50,30.44,571574,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-18,2022-03-25,COVISHIELD/AstraZeneca (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,1412,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-18,2022-03-25,COVISHIELD/AstraZeneca (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-18,2022-03-25,Janssen (Total),28,15,43,146.86,78.67,225.53,19066,27,14,41,141.70,73.47,215.17,19055,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-18,2022-03-25,Janssen (Dose 1),22,11,33,119.05,59.52,178.57,18480,22,10,32,119.11,54.14,173.25,18470,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-18,2022-03-25,Janssen (Dose 2),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-18,2022-03-25,Janssen (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-18,2022-03-25,Janssen (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-18,2022-03-25,Unknown vaccine (Total),52,272,324,N/A,N/A,N/A,N/A,43,237,280,N/A,N/A,N/A,N/A,2,1,3,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-03-18,2022-03-25,Unknown vaccine (Dose 1),14,55,69,N/A,N/A,N/A,N/A,11,46,57,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-03-18,2022-03-25,Unknown vaccine (Dose 2),15,61,76,N/A,N/A,N/A,N/A,13,54,67,N/A,N/A,N/A,N/A,2,0,2,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-03-18,2022-03-25,Unknown vaccine (Dose 3),5,24,29,N/A,N/A,N/A,N/A,4,20,24,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-03-18,2022-03-25,Unknown vaccine (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-25,2022-04-01,Pfizer-BioNTech (Total),19540,6104,25644,35.46,11.08,46.53,55107614,17961,5222,23183,37.83,11.00,48.83,47480759,1098,339,1437,23.02,7.11,30.13,4769983,402,67,469,14.13,2.35,16.48,2845813,,,,,,,
2022-03-25,2022-04-01,Pfizer-BioNTech (Dose 1),11282,3115,14397,47.44,13.10,60.53,23783309,10343,2735,13078,52.16,13.79,65.96,19828105,625,144,769,27.82,6.41,34.23,2246400,283,41,324,16.62,2.41,19.03,1702768,,,,,,,
2022-03-25,2022-04-01,Pfizer-BioNTech (Dose 2),5089,1923,7012,23.73,8.97,32.70,21443952,4623,1616,6239,25.47,8.90,34.37,18153521,356,167,523,16.57,7.77,24.34,2148950,89,18,107,7.82,1.58,9.41,1137681,,,,,,,
2022-03-25,2022-04-01,Pfizer-BioNTech (Dose 3),751,314,1065,7.67,3.21,10.88,9790669,723,285,1008,7.68,3.03,10.71,9410658,18,7,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-25,2022-04-01,Pfizer-BioNTech (Dose 4),6,5,11,N/A,N/A,N/A,N/A,6,5,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-25,2022-04-01,Moderna (Total),11634,1741,13375,50.75,7.59,58.34,22924491,11586,1620,13206,50.66,7.08,57.74,22869878,12,7,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-25,2022-04-01,Moderna (Dose 1),6190,636,6826,97.63,10.03,107.66,6340431,6167,600,6767,97.65,9.50,107.15,6315273,11,1,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-25,2022-04-01,Moderna (Dose 2),2992,712,3704,35.34,8.41,43.75,8465415,2975,666,3641,35.24,7.89,43.13,8441901,1,6,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-25,2022-04-01,Moderna (Dose 3),1021,157,1178,12.79,1.97,14.76,7983404,1015,145,1160,12.72,1.82,14.54,7977668,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-25,2022-04-01,Moderna (Dose 4),12,4,16,N/A,N/A,N/A,N/A,12,4,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-25,2022-04-01,COVISHIELD/AstraZeneca (Total),2926,868,3794,104.60,31.03,135.63,2797330,2918,778,3696,104.32,27.81,132.14,2797103,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-25,2022-04-01,COVISHIELD/AstraZeneca (Dose 1),2308,553,2861,103.77,24.86,128.63,2224206,2306,516,2822,103.69,23.20,126.89,2224026,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-25,2022-04-01,COVISHIELD/AstraZeneca (Dose 2),118,58,176,20.64,10.15,30.79,571690,115,56,171,20.12,9.80,29.91,571643,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-25,2022-04-01,COVISHIELD/AstraZeneca (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,1429,N/A,N/A,N/A,N/A,N/A,N/A,1429,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-25,2022-04-01,COVISHIELD/AstraZeneca (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-25,2022-04-01,Janssen (Total),30,15,45,154.53,77.26,231.79,19414,29,14,43,149.46,72.15,221.62,19403,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-25,2022-04-01,Janssen (Dose 1),23,11,34,122.28,58.48,180.76,18809,23,10,33,122.35,53.19,175.54,18799,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-25,2022-04-01,Janssen (Dose 2),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-25,2022-04-01,Janssen (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-25,2022-04-01,Janssen (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-25,2022-04-01,Unknown vaccine (Total),54,274,328,N/A,N/A,N/A,N/A,44,240,284,N/A,N/A,N/A,N/A,2,1,3,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-03-25,2022-04-01,Unknown vaccine (Dose 1),15,55,70,N/A,N/A,N/A,N/A,11,46,57,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-03-25,2022-04-01,Unknown vaccine (Dose 2),15,62,77,N/A,N/A,N/A,N/A,13,55,68,N/A,N/A,N/A,N/A,2,0,2,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-03-25,2022-04-01,Unknown vaccine (Dose 3),6,24,30,N/A,N/A,N/A,N/A,5,20,25,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-03-25,2022-04-01,Unknown vaccine (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-01,2022-04-08,Pfizer-BioNTech (Total),19730,6199,25929,35.71,11.22,46.93,55256065,18124,5299,23423,38.10,11.14,49.24,47567281,1109,347,1456,23.14,7.24,30.38,4793363,421,76,497,14.60,2.64,17.23,2884102,,,,,,,
2022-04-01,2022-04-08,Pfizer-BioNTech (Dose 1),11391,3139,14530,47.87,13.19,61.07,23793497,10440,2752,13192,52.64,13.88,66.51,19833357,627,147,774,27.90,6.54,34.45,2247047,293,47,340,17.16,2.75,19.92,1707022,,,,,,,
2022-04-01,2022-04-08,Pfizer-BioNTech (Dose 2),5149,1976,7125,23.96,9.20,33.16,21488642,4671,1662,6333,25.72,9.15,34.87,18162235,359,170,529,16.69,7.90,24.59,2151383,99,20,119,8.45,1.71,10.16,1171030,,,,,,,
2022-04-01,2022-04-08,Pfizer-BioNTech (Dose 3),783,328,1111,7.93,3.32,11.25,9872406,751,298,1049,7.93,3.15,11.08,9471428,23,8,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-01,2022-04-08,Pfizer-BioNTech (Dose 4),8,5,13,N/A,N/A,N/A,N/A,8,5,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-01,2022-04-08,Moderna (Total),11779,1766,13545,51.31,7.69,59.00,22955768,11732,1644,13376,51.23,7.18,58.41,22901089,12,7,19,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,,,,,,,
2022-04-01,2022-04-08,Moderna (Dose 1),6245,639,6884,98.47,10.08,108.54,6342116,6222,603,6825,98.50,9.55,108.04,6316974,11,1,12,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-04-01,2022-04-08,Moderna (Dose 2),3033,726,3759,35.81,8.57,44.39,8468957,3016,679,3695,35.71,8.04,43.75,8445437,1,6,7,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,,,,,,,
2022-04-01,2022-04-08,Moderna (Dose 3),1075,161,1236,13.43,2.01,15.44,8003595,1070,149,1219,13.38,1.86,15.24,7997785,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-04-01,2022-04-08,Moderna (Dose 4),14,5,19,N/A,N/A,N/A,N/A,14,5,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-01,2022-04-08,COVISHIELD/AstraZeneca (Total),2928,873,3801,104.66,31.21,135.87,2797607,2920,782,3702,104.38,27.95,132.34,2797379,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-01,2022-04-08,COVISHIELD/AstraZeneca (Dose 1),2312,550,2862,103.94,24.73,128.67,2224343,2310,515,2825,103.86,23.15,127.01,2224162,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-01,2022-04-08,COVISHIELD/AstraZeneca (Dose 2),119,65,184,20.81,11.37,32.18,571814,116,60,176,20.29,10.49,30.78,571767,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-01,2022-04-08,COVISHIELD/AstraZeneca (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,1445,N/A,N/A,N/A,N/A,N/A,N/A,1445,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-01,2022-04-08,COVISHIELD/AstraZeneca (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-01,2022-04-08,Janssen (Total),29,18,47,147.39,91.48,238.87,19676,27,17,44,137.31,86.45,223.76,19664,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-01,2022-04-08,Janssen (Dose 1),22,12,34,115.44,62.97,178.41,19057,22,11,33,115.50,57.75,173.26,19047,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-01,2022-04-08,Janssen (Dose 2),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-01,2022-04-08,Janssen (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-01,2022-04-08,Janssen (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-01,2022-04-08,Unknown vaccine (Total),52,277,329,N/A,N/A,N/A,N/A,42,241,283,N/A,N/A,N/A,N/A,2,1,3,N/A,N/A,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,,,,,,,
2022-04-01,2022-04-08,Unknown vaccine (Dose 1),13,56,69,N/A,N/A,N/A,N/A,10,45,55,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,1,1,N/A,N/A,N/A,N/A,,,,,,,
2022-04-01,2022-04-08,Unknown vaccine (Dose 2),14,63,77,N/A,N/A,N/A,N/A,12,56,68,N/A,N/A,N/A,N/A,2,0,2,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-04-01,2022-04-08,Unknown vaccine (Dose 3),6,24,30,N/A,N/A,N/A,N/A,5,20,25,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-04-01,2022-04-08,Unknown vaccine (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-08,2022-04-19,Pfizer-BioNTech (Total),20014,6256,26270,36.09,11.28,47.37,55452697,18411,5347,23758,38.60,11.21,49.81,47697822,1117,350,1467,23.26,7.29,30.55,4802623,426,78,504,14.49,2.65,17.14,2940740,,,,,,,
2022-04-08,2022-04-19,Pfizer-BioNTech (Dose 1),11551,3155,14706,48.49,13.24,61.73,23821270,10597,2768,13365,53.40,13.95,67.35,19845305,632,147,779,28.18,6.55,34.73,2242841,299,47,346,17.31,2.72,20.03,1727015,,,,,,,
2022-04-08,2022-04-19,Pfizer-BioNTech (Dose 2),5232,1995,7227,24.29,9.26,33.56,21535373,4756,1677,6433,26.17,9.23,35.39,18175650,360,172,532,16.76,8.01,24.76,2148450,98,22,120,8.12,1.82,9.94,1207147,,,,,,,
2022-04-08,2022-04-19,Pfizer-BioNTech (Dose 3),830,345,1175,8.35,3.47,11.82,9943498,801,311,1112,8.41,3.26,11.67,9525660,25,9,34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-08,2022-04-19,Pfizer-BioNTech (Dose 4),10,5,15,N/A,N/A,N/A,N/A,10,5,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-08,2022-04-19,Moderna (Total),11974,1774,13748,52.07,7.71,59.78,22996817,11938,1651,13589,52.04,7.20,59.23,22942034,12,7,19,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,,,,,,,
2022-04-08,2022-04-19,Moderna (Dose 1),6323,640,6963,99.68,10.09,109.77,6343284,6303,604,6907,99.76,9.56,109.32,6318153,11,1,12,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-04-08,2022-04-19,Moderna (Dose 2),3081,730,3811,36.37,8.62,44.99,8471494,3068,683,3751,36.32,8.08,44.40,8447959,1,6,7,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,,,,,,,
2022-04-08,2022-04-19,Moderna (Dose 3),1134,162,1296,14.14,2.02,16.16,8021731,1131,150,1281,14.11,1.87,15.98,8015822,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-08,2022-04-19,Moderna (Dose 4),17,5,22,N/A,N/A,N/A,N/A,17,5,22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-08,2022-04-19,COVISHIELD/AstraZeneca (Total),2968,876,3844,106.09,31.31,137.40,2797744,2961,785,3746,105.84,28.06,133.90,2797517,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-08,2022-04-19,COVISHIELD/AstraZeneca (Dose 1),2349,551,2900,105.60,24.77,130.37,2224416,2347,516,2863,105.52,23.20,128.72,2224236,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-08,2022-04-19,COVISHIELD/AstraZeneca (Dose 2),123,65,188,21.51,11.37,32.87,571873,120,60,180,20.99,10.49,31.48,571826,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-08,2022-04-19,COVISHIELD/AstraZeneca (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,1449,N/A,N/A,N/A,N/A,N/A,N/A,1449,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-08,2022-04-19,COVISHIELD/AstraZeneca (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-08,2022-04-19,Janssen (Total),30,19,49,150.43,95.27,245.70,19943,28,18,46,140.47,90.30,230.77,19933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-08,2022-04-19,Janssen (Dose 1),23,12,35,119.09,62.13,181.23,19313,23,11,34,119.14,56.98,176.12,19305,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-08,2022-04-19,Janssen (Dose 2),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-08,2022-04-19,Janssen (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-08,2022-04-19,Janssen (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-08,2022-04-19,Unknown vaccine (Total),52,277,329,N/A,N/A,N/A,N/A,42,241,283,N/A,N/A,N/A,N/A,2,1,3,N/A,N/A,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,,,,,,,
2022-04-08,2022-04-19,Unknown vaccine (Dose 1),13,57,70,N/A,N/A,N/A,N/A,10,47,57,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,1,1,N/A,N/A,N/A,N/A,,,,,,,
2022-04-08,2022-04-19,Unknown vaccine (Dose 2),14,62,76,N/A,N/A,N/A,N/A,12,54,66,N/A,N/A,N/A,N/A,2,0,2,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-04-08,2022-04-19,Unknown vaccine (Dose 3),6,24,30,N/A,N/A,N/A,N/A,5,20,25,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-04-08,2022-04-19,Unknown vaccine (Dose 4),0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
